,Tweets,Tweets_ID,Date,Source,Likes_no,Retweets_no
164,"did the last TikTok you watch make you laugh, cry or get caught up in the feels?",1483485334709100553,2022-01-18 17:04:00+00:00,Sprinklr Publishing,450,31
165,"recognition, love and power. let's work towards making his dream our reality. #MLK https://t.co/VsOtkYpcru",1483130851881857025,2022-01-17 17:35:24+00:00,Sprinklr Publishing,224,29
166,"me the first time I hear a trending sound: 🗣🎤 
me hearing it for the 42nd time: 😑",1482760812410322960,2022-01-16 17:05:00+00:00,Sprinklr Publishing,446,40
167,an alien lands on Earth 🛸 you get to show it ONE TikTok to prove humans are cool. what are you showing it?,1482387859151720455,2022-01-15 16:23:01+00:00,Sprinklr Publishing,313,24
168,UM….YEAH 😍 https://t.co/f5bvFtR9R0,1482153458786471937,2022-01-15 00:51:36+00:00,Twitter Web App,388,24
169,im winded from just RTing this https://t.co/0T81lt0m30,1482078886477262848,2022-01-14 19:55:16+00:00,Twitter Web App,165,7
170,the servers are gone but the start menu music lives on forever 😇 https://t.co/U9Egivl2WV,1481790886044266502,2022-01-14 00:50:52+00:00,Twitter Web App,149,11
171,@QueerEye i live for this,1481789672112078849,2022-01-14 00:46:02+00:00,Twitter Web App,3,0
172,"@calebsaysthings Which corgi account, enquiring minds…",1481784363876425728,2022-01-14 00:24:57+00:00,Twitter for iPhone,32,0
173,RT @tiktokaustralia: 🔁 RT if ur love language is sharing TikTok videos,1481757957414998018,2022-01-13 22:40:01+00:00,Twitter Web App,0,34
174,@maximkuzlin @netflix oui ✨,1481746290157371392,2022-01-13 21:53:39+00:00,Twitter Web App,3,0
175,Hey @netflix if Emily needs some TikTok help just let me know.,1481731521195040770,2022-01-13 20:54:58+00:00,Twitter Web App,248,20
176,if people were languages i would speak @KhabyLame 🤷🤷🤷,1481405882399350784,2022-01-12 23:21:00+00:00,Twitter Web App,200,7
177,RT @TikTokCanada: it’s our kind of TikTok too @MichaelBuble 🤝 you have to see it. https://t.co/hfUFWP5yEb,1481350894658588674,2022-01-12 19:42:30+00:00,Twitter Web App,0,14
178,a TikTok is only as good as its comment section,1481315033854447617,2022-01-12 17:20:00+00:00,Twitter Web App,963,75
179,my brain: 🎶 we don't talk about Bruno NO NO NO 🎶 https://t.co/orohBlY8z5,1481080740074897413,2022-01-12 01:49:00+00:00,Twitter Web App,230,22
180,ZOOEY SAID MY NAME ❤️😭 https://t.co/KcGDNQtJ4D,1481064145827282952,2022-01-12 00:43:03+00:00,Twitter Web App,228,18
181,bawlsamic vineguh is a big word,1479565306309713920,2022-01-07 21:27:12+00:00,Twitter Web App,745,78
182,"the girls that get it, get it",1479503601949024259,2022-01-07 17:22:01+00:00,Sprinklr Publishing,952,106
183,"RT @MakeupForWOC: Nobody:
My brain: *elmo voice* balsamic vineGUH",1479239486722609153,2022-01-06 23:52:31+00:00,Twitter Web App,0,16779
184,RT @TikTokCanada: patiently waiting for The Late Late Show with James Corden and musical guest @ElijahWoods 😉👇,1479221311415398400,2022-01-06 22:40:17+00:00,Twitter Web App,0,14
185,@MUNE09 can't fail your resolutions if you don't have any https://t.co/eyIpxuLcew,1479188897779249152,2022-01-06 20:31:29+00:00,Twitter Web App,8,1
186,@shineyprincess2 this is the energy i'm here for 💪,1479188325994930177,2022-01-06 20:29:13+00:00,Twitter Web App,1,0
187,@AzraelsGaming happy 4 u ♥️,1479163280081911810,2022-01-06 18:49:42+00:00,Twitter Web App,3,0
188,how are everyone's resolutions holding up?,1479150635958243333,2022-01-06 17:59:27+00:00,Twitter Web App,456,30
189,think it’s time for a social media break. i’ll see you all next year,1477128196323790848,2022-01-01 04:03:00+00:00,Sprinklr Publishing,1072,75
190,"if you play 22 (Taylor’s Version) at 11:59:20 pm the first thing you'll hear in 2022 is “I don’t know about you, but i’m feeling 22""",1477040370693382147,2021-12-31 22:14:01+00:00,Sprinklr Publishing,649,64
191,the TikTok New Year's Eve LIVE is here for ✨one night and one night only✨ celebrate the New Year with your fave cre… https://t.co/a7zLHdceJX,1477014522367987712,2021-12-31 20:31:18+00:00,Sprinklr Publishing,246,43
192,"When you show Spider-Man, your viral Spider-Man TikTok...this is the most wholesome thing Jeremy Lynch

🕸🕷… https://t.co/3WhzxOYNKE",1475964850614456324,2021-12-28 23:00:17+00:00,Sprinklr Publishing,481,45
193,"Celebrate the New Year with @KALIUCHIS, @charlieputh, @Rico_nastyy, host @Avgfashionblog and special guests as they… https://t.co/l8f9dChol9",1475565204322799623,2021-12-27 20:32:14+00:00,Sprinklr Publishing,286,60
194,“if a 13yo geriatric pug is going to sit up and start his day then you can too” ❤️🐶 https://t.co/kM0UC58b5C,1475149512268296194,2021-12-26 17:00:25+00:00,Sprinklr Publishing,240,17
195,If Spider-Man had a TikTok...what would he post? @JustMaiko just made his film debut in Spider-Man: No Way Home and… https://t.co/Bn6B4P9m4i,1474152916487389186,2021-12-23 23:00:18+00:00,Sprinklr Publishing,149,14
196,"even celebs got on board as Jesús Morales went around giving away $1,000 to street vendors 💵 https://t.co/juusPVlUj3",1474062385023524881,2021-12-23 17:00:34+00:00,Sprinklr Publishing,145,12
197,the OG role is HERE 🔥 be one of the first 10k to earn this role on the TikTok @Discord server: https://t.co/iZcu9Fz80s,1473761763548041218,2021-12-22 21:06:00+00:00,Twitter Web App,160,28
198,January 2020/January 2022 https://t.co/YezazZfPWl,1473383373309505536,2021-12-21 20:02:24+00:00,Twitter for iPhone,338,31
199,"This Spider-Man story now lives in my head rent free forever. #SpiderManNoWayHome 

🕸🕷#SpiderManNoWayHome exclusive… https://t.co/Qc76EVf6YA",1473362755700895746,2021-12-21 18:40:29+00:00,Sprinklr Publishing,6501,578
200,what do you hear,1472976536315834368,2021-12-20 17:05:47+00:00,Twitter Web App,164,11
201,"RT @NetflixGeeked: 1 hour until our COBRA KAI watch party with Jacob Bertrand and Peyton List!!!

we're rewatching the Season 3 finale, “De…",1472716278590672897,2021-12-19 23:51:37+00:00,Twitter for iPhone,0,61
202,Marissa’s story has brought together HUNDREDS #NoMoreLonelyFriends https://t.co/me7oDC6Gw5,1472255555502813188,2021-12-18 17:20:52+00:00,Sprinklr Publishing,129,12
203,¿noʎ oʇ ʇuǝɹǝɟɟıp ʞooן ƃuıɥʇʎuɐ ˙ɹǝʇʇıʍʇ oןןǝɥ https://t.co/i2DeZVxbf6,1471946592294821899,2021-12-17 20:53:09+00:00,Twitter Web App,183,15
204,"RT @TikTokComms: We handle even rumored threats with utmost seriousness, which is why we're working with law enforcement to look into warni…",1471655607916654595,2021-12-17 01:36:53+00:00,Twitter for iPhone,0,162
205,¿sıɥʇ ɥʇıʍ op oʇ ƃuıɥʇʎuɐ ǝʌɐɥ uɐW-ɹǝpıdS pıp ¿ǝsɹǝʌᴉʇlnW ǝɥʇ pǝɹǝʇuǝ ǝʍ ǝʌɐɥ #SpiderManNoWayHome,1471650602551705605,2021-12-17 01:17:00+00:00,Twitter Web App,370,21
206,MATERIAL GWORL,1471622299895812096,2021-12-16 23:24:32+00:00,Twitter Web App,755,134
207,@discord hi 😍🥰,1471590422711439360,2021-12-16 21:17:52+00:00,Twitter Web App,70,3
208,@GEVidsTweet @discord but like do u ship us,1471590337554440192,2021-12-16 21:17:31+00:00,Twitter Web App,7,0
209,this is why i needed Green Goblin on my fyp yesterday #SpiderManNoWayHome https://t.co/k0YcLKsscA,1471584643837149188,2021-12-16 20:54:54+00:00,Twitter Web App,160,7
210,"RT @TikTokBusiness: We're excited to further amplify our Support Black Businesses initiative with the #SupportBlack campaign, leveraging in…",1471565134262800384,2021-12-16 19:37:23+00:00,Twitter Web App,0,13
211,@Ryofist @discord stop ur gonna make @Discord jealous (dont stop),1471564531335766021,2021-12-16 19:34:59+00:00,Twitter Web App,9,1
212,@citrinites @discord thank u ❤️,1471564442026463232,2021-12-16 19:34:37+00:00,Twitter Web App,4,0
213,@Krypt3xYT @discord oh we’re blossoming,1471564261809799169,2021-12-16 19:33:55+00:00,Twitter Web App,8,0
214,"With special guests
@suecothechild
 @_FloMilli
@jessiamusic
@yayayayoung1
@winterissues
@jesusnalgas",1471549553262280706,2021-12-16 18:35:28+00:00,Twitter Web App,31,3
215,"Don’t miss the TikTok #Trend-a-Thon hosted by James Henry tomorrow.
Let’s celebrate all things 202-FUN! https://t.co/N1Zt1SfgX5",1471549551731347457,2021-12-16 18:35:27+00:00,Twitter Web App,107,7
216,the all-new TikTok server coming soon,1471208480635863044,2021-12-15 20:00:10+00:00,Sprinklr Publishing,256,17
217,i stan @discord https://t.co/LfkjKsagXR,1471208467251834880,2021-12-15 20:00:06+00:00,Sprinklr Publishing,843,57
218,RT @tiktok_uk: This collab is lit! 🔥 @felixthe1st_ and @dreyamac are 2 of our fav breakout stars of the year #OwnBrandFreestyle https://t.c…,1471204217385742337,2021-12-15 19:43:13+00:00,Twitter Web App,0,9
219,seeing actors meet their cosplayers is honestly so pure ❤️ ❤️ ❤️  #SpiderManNoWayHome,1470917518957158403,2021-12-15 00:43:59+00:00,Sprinklr Publishing,106,3
220,"cosplayers         Benedict
                    🤝
             Dr. Strange https://t.co/xx7b2dUzI4",1470917513013874700,2021-12-15 00:43:58+00:00,Sprinklr Publishing,494,41
221,Let’s celebrate the wild and wonderful trends of 2021. https://t.co/rQk9x3Ffws,1470804841597661185,2021-12-14 17:16:15+00:00,Sprinklr Publishing,101,8
222,@taylorswift13 HAPPY BIRTHTAY ❤️,1470513977260064768,2021-12-13 22:00:27+00:00,Twitter Web App,1546,111
223,"TikTok saw trending songs from dozens of countries, and from every continent. TikTok has brought the world together… https://t.co/01pdXUNBb5",1470478693701234692,2021-12-13 19:40:15+00:00,Twitter Web App,179,13
224,"Music is at the heart of TikTok, and today we released our 2nd annual Music Report to highlight the artists, tracks… https://t.co/kIMEHhXJgL",1470478688261189634,2021-12-13 19:40:14+00:00,Twitter Web App,170,28
225,🚨 attention all Spider-Man fans 🚨 @Straw_Hat_Goofy &amp; @BruOnTheRadio are coming to you LIVE from the… https://t.co/0KufmG3Gwc,1470468320566538240,2021-12-13 18:59:02+00:00,Twitter Web App,5511,645
226,Join us and celebrate the wild and wonderful trends of 2021. Get ready for outrageous chaos. https://t.co/zzD4hj1FUQ,1469728753391738889,2021-12-11 18:00:15+00:00,Sprinklr Publishing,107,5
227,@tonyhawk the FBI couldnt identify this man,1469424466362986500,2021-12-10 21:51:08+00:00,Twitter Web App,35,3
228,RT @FaZeMew: SO EXCITED FOR TODAY. Can’t believe TikTok flew me out to participate in a gaming livestream event on their TikTok page.. this…,1469412506145738756,2021-12-10 21:03:36+00:00,Twitter Web App,0,39
229,Okay @SpiderManMovie fans. Time to start planning your December. Ours is coming together! #SpiderManNoWayHome https://t.co/lUQKpI7HE3,1469360014351548421,2021-12-10 17:35:01+00:00,Sprinklr Publishing,180,12
230,RT @NathanTriska: End of year Q&amp;A going down on my tiktok! @tiktok_us https://t.co/MNq4BY0dBy,1469130316748967937,2021-12-10 02:22:17+00:00,Twitter Web App,0,7
231,"Whether you have a theory to share or a costume to wear, join the Spider-Man fandom on TikTok. 🕸🕷… https://t.co/I4hYw21L4i",1469109678655385602,2021-12-10 01:00:16+00:00,Sprinklr Publishing,5884,993
232,"all @DisneyPlus text to speech voices available including:
👽 Stitch
🤖 C-3PO
🌱 Groot
🦝 Rocket
🐻 Chewbacca 
💂 Stormtrooper",1468991581827051526,2021-12-09 17:11:00+00:00,Sprinklr Publishing,862,64
233,"Betty Brant has asked us to share the ""truth"" about this ""Spider-Man"" figure. She claims to have ""insider info."" Se… https://t.co/kFEwbsh2h1",1468661374897336320,2021-12-08 19:18:52+00:00,Sprinklr Publishing,150,13
234,"RT @CNN: TikTok released its top trends list of 2021, and it's full of drones, bones, and joyful tones. These are the most popular TikToks…",1468649454785859591,2021-12-08 18:31:30+00:00,Twitter Web App,0,32
235,a golf legend now on my app 🏌️‍♂️ https://t.co/Zh9YmDKrgj,1468377015069798404,2021-12-08 00:28:56+00:00,Twitter Web App,102,4
236,"from green screens to berries and cream, to all of the inverted faces seen, there was a lot that made up this year… https://t.co/aQCPV62zmQ",1468356860394627073,2021-12-07 23:08:50+00:00,Twitter Web App,75,4
237,"whoever guessed 👇 is the winner 🥳
https://t.co/EdijZJuTXa",1468290018602930177,2021-12-07 18:43:14+00:00,Twitter Web App,33,0
238,name the creator behind this TikTok 👀 https://t.co/PIl99BOsf0,1468268430151331847,2021-12-07 17:17:27+00:00,Sprinklr Publishing,93,5
239,RT @mxmsworld: Tiktok has no business having this many funny people on there. Entertainment platform for real.,1467964197346500608,2021-12-06 21:08:32+00:00,Twitter Web App,0,8849
240,@oliviarodrigo GOOD 4 U ❤️❤️❤️,1467948496573517826,2021-12-06 20:06:09+00:00,Twitter Web App,66,3
241,"@baker_banter, @mintybongwater, @_Snappygilmore, @sidneyraz",1467947394306228224,2021-12-06 20:01:46+00:00,Twitter Web App,33,0
242,Only gettin’ two likes on those tweets? Try the new #AskOnTikTok tool if you really want to connect with your commu… https://t.co/Ezol5yUP8I,1467947065938526208,2021-12-06 20:00:28+00:00,Sprinklr Publishing,113,13
243,"RT @GMA: We’re giving you a first look at the top TikTok videos of 2021! 
https://t.co/TJNTZonkOA",1467902698603237376,2021-12-06 17:04:10+00:00,Twitter for iPhone,0,14
244,"Join us as we celebrate all the trends, moments, and movements that made 2021-of-a-kind on TikTok - and it's all po… https://t.co/13VGZqg75k",1467849421161476097,2021-12-06 13:32:27+00:00,Twitter Web App,494,86
245,a baker explains why a cookie should cost $10 while making a $10 cookie. you have to see it. https://t.co/zXlzh57FFL,1467543540125241348,2021-12-05 17:17:00+00:00,Twitter Web App,117,9
246,don't miss this rising star @ckay_yo 💜 https://t.co/g4wZPvb6Rv,1466843311436533760,2021-12-03 18:54:32+00:00,Twitter Web App,276,40
247,anyone else feeling judged by their wrapped https://t.co/u9XJwEzQZB,1466563309747032068,2021-12-03 00:21:55+00:00,Sprinklr Publishing,532,35
248,"RT @amazonfiretv: Tap below to see some of our favorite @tiktok_us trends for the month of December 👀. 

Just say ""Alexa, open TikTok"" on y…",1466474024934854657,2021-12-02 18:27:07+00:00,Twitter Web App,0,9
249,RT @TikTokForGood: Patriotic Kenny has warmed the hearts of millions on TikTok with his videos dedicated to raising funds for veterans in n…,1466200774086512641,2021-12-02 00:21:19+00:00,Twitter Web App,0,23
250,Mobius strip’s have me like 🤯 You have to see it https://t.co/yT7JvhmIKr,1466093580578136067,2021-12-01 17:15:22+00:00,Sprinklr Publishing,155,16
251,"Helicopter Helicopter

𝙃𝙚𝙡𝙞𝙘𝙤𝙥𝙩𝙚𝙧 𝙃𝙚𝙡𝙞𝙘𝙤𝙥𝙩𝙚𝙧

ℌ𝔢𝔩𝔦𝔠𝔬𝔭𝔱𝔢𝔯 ℌ𝔢𝔩𝔦𝔠𝔬𝔭𝔱𝔢𝔯 🚁 💨",1465803323676762117,2021-11-30 22:02:00+00:00,Twitter Web App,513,33
252,"RT @DezYonDonuts: Nobody: 
Me: BING BONG",1465793018556936199,2021-11-30 21:21:03+00:00,Twitter Web App,0,19952
253,name the creator behind this TikTok https://t.co/cDdZ6LgSaf,1465728632215773193,2021-11-30 17:05:12+00:00,Sprinklr Publishing,120,8
254,@ScarletEnvyNYC @tiktokcreators ur welcome villain 💖,1465432998321422347,2021-11-29 21:30:27+00:00,Twitter Web App,16,0
255,"show some love for your favorite small biz below or one of the amazing ones featured here
https://t.co/rVlddPkk8T",1464672449232994307,2021-11-27 19:08:18+00:00,Twitter Web App,41,4
256,"RT this if you:

✨ are a small business owner
✨ supported a small business today
✨ are a small business social medi… https://t.co/IAS655uwet",1464672447886544900,2021-11-27 19:08:18+00:00,Twitter Web App,124,21
257,Happy #Thanksgiving to everyone! 🍂 So thankful for our community of amazing creators &amp; commenters ❤️,1463907836199862274,2021-11-25 16:30:00+00:00,Sprinklr Publishing,240,13
258,what was your favorite friendsgiving dish you had this week? 🍽,1463665742004563971,2021-11-25 00:28:01+00:00,Sprinklr Publishing,244,15
259,@TikTokLatAM @tiktokaustralia @TikTokCanada the American urge to wish you all Happy #Thanksgiving,1463648737490702343,2021-11-24 23:20:26+00:00,Twitter Web App,7,0
260,@Xbox leftover salmon and rice,1463620043388829697,2021-11-24 21:26:25+00:00,Twitter Web App,85,4
261,🐆 @Normani 🐆 is coming to you LIVE tonight at 5PM PT only on TikTok #RnBVibes https://t.co/owoyAivKqM,1463613401985437711,2021-11-24 21:00:02+00:00,Sprinklr Publishing,1772,320
262,I DONT WANT TWEETS. I WANT PICTURES OF SPIDER-MAN https://t.co/rC5BlzXGHa,1463604873744637954,2021-11-24 20:26:09+00:00,Twitter Web App,124,11
263,"Finally, meet Kara Smith or kararoselles on TikTok. Kara is an Afro-Indigenous creator and model. She uses her plat… https://t.co/fqlZHRIXq5",1463551434306117636,2021-11-24 16:53:48+00:00,Twitter Web App,98,7
264,what grammy nominated artist ruled your fyp in 2021?,1463265937780445187,2021-11-23 21:59:20+00:00,Twitter Web App,503,21
265,@RecordingAcad @acdc @JonBatiste @itstonybennett @ladygaga @justinbieber @DanielCaesar @giveon @billieeilish… https://t.co/w2bnr6kHZH,1463265287935913984,2021-11-23 21:56:45+00:00,Twitter Web App,48,2
